"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1891","verification of cart","chromium","2026-03-31","passed","2026-03-31","","CartVerification.spec.ts","",""
